"id","priority","name","details","created_at","updated_at","disable"
386,False,"indian institute of information technology - kota","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""Office IIIT Kota, 2nd Floor Prabha Bhavan MNIT Jaipur, Jaipur"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitkota.ac.in"", ""district"": {""id"": 534, ""name"": ""kota"", ""created"": ""2023-01-11T15:33:24.348903Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.348903Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.321926+00","2023-08-14 04:32:36.27544+00",False
387,False,"indian institute of information technology - kottayam","{""state"": {""id"": 24, ""name"": ""kerala"", ""created"": ""2023-01-11T15:30:33.855559Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""32""}, ""updated"": ""2023-01-11T15:30:33.855559Z"", ""priority"": false}, ""address"": ""Valavoor Chakkambuzha Road, Valavoor PO, Pala"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitkottayam.ac.in"", ""district"": {""id"": 304, ""name"": ""kottayam"", ""created"": ""2023-01-11T15:33:24.030087Z"", ""details"": {""state"": {""id"": 24, ""name"": ""kerala"", ""created"": ""2023-01-11T15:30:33.855559Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""32""}, ""updated"": ""2023-01-11T15:30:33.855559Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.030087Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.323748+00","2023-08-14 04:32:16.933855+00",False
388,False,"indian institute of information technology - lucknow","{""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}, ""address"": ""Chak Ganjaria, C. G. City, U.P, Lucknow"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitl.ac.in"", ""district"": {""id"": 674, ""name"": ""lucknow"", ""created"": ""2023-01-11T15:33:24.541187Z"", ""details"": {""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.541187Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.325653+00","2023-08-14 04:31:52.88359+00",False
389,False,"indian institute of information technology - nagpur","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Survey No. 140,141/1 behind Br. Sheshrao Wankhade Shetkari Sahkari Soot Girni,, Village - Waranga, PO - Dongargaon(Butibori), Tahsil- Nagpur (Rural),, NAGPUR"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitn.ac.in"", ""district"": {""id"": 388, ""name"": ""nagpur"", ""created"": ""2023-01-11T15:33:24.146773Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.146773Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.327485+00","2023-08-14 04:31:28.317262+00",False
390,False,"indian institute of information technology - pune","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Near Bopdev Ghat Kondhwa Annexe , A/ P Pisoli (Yewalewadi) Tal - Haveli, PUNE"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitp.ac.in"", ""district"": {""id"": 395, ""name"": ""pune"", ""created"": ""2023-01-11T15:33:24.156021Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.156021Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.329311+00","2023-08-14 04:31:11.330533+00",False
391,False,"indian institute of information technology - ranchi","{""state"": {""id"": 22, ""name"": ""jharkhand"", ""created"": ""2023-01-11T15:30:33.85242Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""20""}, ""updated"": ""2023-01-11T15:30:33.85242Z"", ""priority"": false}, ""address"": ""Science and Technology Campus, Namkum, Ranchi, Namkum"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://iiitranchi.ac.in/"", ""district"": {""id"": 262, ""name"": ""ranchi"", ""created"": ""2023-01-11T15:33:23.974669Z"", ""details"": {""state"": {""id"": 22, ""name"": ""jharkhand"", ""created"": ""2023-01-11T15:30:33.85242Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""20""}, ""updated"": ""2023-01-11T15:30:33.85242Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.974669Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.331175+00","2023-08-14 04:30:54.229439+00",False
392,False,"indian institute of information technology - senapati manipur","{""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}, ""address"": ""IIIT Senapati, Manipur, City Campus, , Mantripukhri, Heingang, Imphal East, Manipur, India., Imphal"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitmanipur.ac.in"", ""district"": {""id"": 417, ""name"": ""senapati"", ""created"": ""2023-01-11T15:33:24.185119Z"", ""details"": {""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.185119Z"", ""priority"": false}, ""shortname"": ""IIIT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.332997+00","2024-02-03 12:38:59.259246+00",False
393,False,"indian institute of information technology - sonepat","{""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}, ""address"": ""Village Kilohard, P. O. Sandal Kalan, Sonipat"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""iiitsonepat.ac.in"", ""district"": {""id"": 210, ""name"": ""sonipat"", ""created"": ""2023-01-11T15:33:23.900505Z"", ""details"": {""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.900505Z"", ""priority"": false}, ""shortname"": ""IIIT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.33482+00","2024-02-03 12:38:53.846317+00",False
394,False,"indian institute of information technology - tiruchirappalli ","{""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}, ""address"": ""Indian Institute of Information Technology Tiruchirappalli TamilNadu, SETHURAPATTI, TRICHY-MADURAI HIGHWAY, TIRUCHIRAPPALLI 620012, Tiruchirappalli"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitt.ac.in"", ""district"": {""id"": 576, ""name"": ""tiruchirappalli"", ""created"": ""2023-01-11T15:33:24.404524Z"", ""details"": {""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}}, ""disable"": false, ""updated"": ""2023-01-11T15:33:24.404524Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.336726+00","2023-08-14 04:28:01.361438+00",False
395,False,"indian institute of information technology - una","{""state"": {""id"": 20, ""name"": ""himachal pradesh"", ""created"": ""2023-01-11T15:30:33.849431Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""2""}, ""updated"": ""2023-01-11T15:30:33.849431Z"", ""priority"": false}, ""address"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY UNA, , Vill. Saloh"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitu.ac.in"", ""district"": {""id"": 222, ""name"": ""una"", ""created"": ""2023-01-11T15:33:23.916316Z"", ""details"": {""state"": {""id"": 20, ""name"": ""himachal pradesh"", ""created"": ""2023-01-11T15:30:33.849431Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""2""}, ""updated"": ""2023-01-11T15:30:33.849431Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.916316Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.33871+00","2023-08-14 04:27:34.906383+00",False
396,False,"indian institute of information technology - vadodara","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""Block 9, IIIT Vadodara, Government Engineering College, Sector 28, Gandhinagar"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitvadodara.ac.in"", ""district"": {""id"": 188, ""name"": ""vadodara"", ""created"": ""2023-01-11T15:33:23.871545Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.871545Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.34067+00","2023-08-14 04:27:05.63054+00",False
397,False,"indian institute of management - ahmedabad","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""Vastrapur, Ahmedabad"", ""comment"": ""INDIAN INSTITUTE OF MANAGEMENT"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://www.iima.ac.in"", ""district"": {""id"": 157, ""name"": ""ahmedabad"", ""created"": ""2023-01-11T15:33:23.830499Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.830499Z"", ""priority"": false}, ""shortname"": ""iim"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.342713+00","2023-11-30 08:38:00.986823+00",False
398,False,"indian institute of management - amritsar ","{""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}, ""address"": ""Indian Institute of Management Amritsar, Punjab Institute of Technology Building, Inside Government Polytechnic Campus,, Polytechnic Road, PO: Chheharta, G.T. Road Amritsar - 143105"", ""comment"": ""INDIAN INSTITUTE OF MANAGEMENT"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iimamritsar.ac.in"", ""district"": {""id"": 490, ""name"": ""amritsar"", ""created"": ""2023-01-11T15:33:24.28158Z"", ""details"": {""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.28158Z"", ""priority"": false}, ""shortname"": ""iim"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.344662+00","2023-11-30 08:37:36.323857+00",False
